N,AVL,Rubro-Negra,ArvoreB1,ArvoreB5,ArvoreB10
831,10351,16919,21817,21386,26238
832,9947,16919,21833,21374,26239
833,11196,17000,21905,21390,26208
834,10483,17157,21980,21472,26387
835,10353,17222,21933,21472,26362
836,11336,17074,21916,21470,26267
837,10498,16930,21959,21627,26368
838,10627,16897,22132,21689,26415
839,11551,17160,22008,21627,26615
840,11004,16879,22041,21659,26529
841,10485,17388,22093,21722,26784
842,10411,17114,22162,21723,26595
843,11434,17240,22174,21676,26618
844,9854,17389,22188,21818,26629
845,11344,17141,22247,21724,26819
846,10695,17335,22229,21850,26825
847,10312,17480,22249,21826,26780
848,10510,17541,22276,21940,26845
849,10997,17438,22318,21996,26827
850,10462,16993,22384,21845,26784
851,11056,17309,22375,21878,26978
852,10346,17399,22461,21892,27003
853,11719,17450,22500,22001,27122
854,11177,17651,22481,21986,26885
855,10532,17557,22495,21943,27057
856,10573,17468,22528,22014,27039
857,10797,17268,22483,22069,27091
858,10701,17713,22687,22246,27119
859,11622,17655,22626,22162,27307
860,10938,17545,22639,22191,27310
861,10691,17639,22632,22249,27222
862,10745,17778,22702,22255,27291
863,10719,17797,22710,22263,27378
864,10788,17625,22735,22293,27411
865,11135,17832,22873,22165,27316
866,11449,17804,22803,22348,27534
867,10969,17691,22811,22474,27497
868,11169,17839,22873,22501,27504
869,11984,17690,22910,22478,27732
870,10738,18193,22921,22470,27395
871,11479,17806,22970,22561,27543
872,11005,17871,22989,22510,27602
873,10384,17946,23032,22579,27603
874,10679,17979,23022,22670,27644
875,10424,18068,23056,22707,27780
876,11575,18076,23132,22587,27930
877,11704,17947,23115,22679,27711
878,12018,17839,23144,22647,27786
879,11198,17986,23216,22740,27871
880,11415,18162,23176,22783,27946
881,10665,18145,23267,22733,27967
882,11106,18165,23337,22808,27836
883,10429,18135,23328,22898,27944
884,11930,18135,23321,22794,28120
885,11015,18146,23318,22869,28096
886,11531,18101,23319,22910,28141
887,11343,18358,23431,22931,28081
888,11255,18495,23452,22969,28172
889,10754,18155,23439,22936,28149
890,11292,18400,23484,23031,28221
891,12076,18476,23627,23012,28275
892,11879,18640,23563,23087,28438
893,12289,18474,23532,23184,28236
894,11315,18350,23589,23135,28409
895,11135,18691,23669,23244,28423
896,10500,18542,23615,23212,28625
897,11299,18375,23737,23111,28472
898,11792,18516,23675,23187,28316
899,11064,18538,23693,23308,28494
900,11335,18377,23750,23285,28539
901,11276,18475,23801,23250,28521
902,11927,18669,23882,23291,28578
903,10979,18661,23830,23324,28769
904,11478,18483,23880,23388,28658
905,11320,18666,23883,23383,28837
906,11001,18750,24049,23455,28775
907,11236,18645,24019,23526,28615
908,10978,18737,23941,23502,28687
909,10512,18519,24074,23407,28759
910,12892,18644,24051,23560,28849
911,11857,18559,24087,23549,28853
912,11449,18832,24061,23503,28855
913,10760,18562,24085,23702,29027
914,11901,18745,24154,23663,28966
915,11799,19120,24232,23694,29160
916,11585,19395,24190,23775,29218
917,11394,18911,24311,23668,29139
918,12027,18972,24232,23736,29101
919,12198,19167,24324,23819,29182
920,11002,18971,24333,23840,29223
921,11813,18921,24322,23812,29199
922,11772,19063,24444,23978,29260
923,12991,18928,24465,24065,29380
924,11963,19027,24509,24087,29364
925,10995,19056,24504,24022,29312
926,12317,19187,24492,23872,29462
927,12212,19378,24432,23981,29437
928,11572,19172,24480,24025,29367
929,11664,19241,24596,24014,29544
930,13421,19091,24547,24193,29487
931,12564,19241,24705,24167,29427
932,11230,19504,24782,24192,29717
933,11993,19323,24673,24067,29721
934,11626,19466,24699,24183,29849
935,12054,19159,24885,24210,29635
936,12191,19707,24708,24351,29941
937,11800,19535,24856,24300,29745
938,12310,19577,24803,24302,29835
939,11494,19375,24872,24351,29964
940,12364,19708,24948,24457,29870
941,11732,19560,25077,24435,29818
942,11473,19767,25012,24360,30076
943,11797,19810,24994,24461,29879
944,12242,19406,24999,24525,29976
945,12709,19579,25076,24537,30010
946,12442,19795,25016,24500,30055
947,11934,19837,25150,24622,30022
948,11711,19797,25038,24614,30010
949,12671,19571,25170,24663,30178
950,11699,19608,25273,24611,30321
951,12070,19758,25270,24660,30161
952,12765,19868,25202,24770,30319
953,11312,19605,25229,24746,30303
954,13075,19847,25291,24783,30425
955,12220,19843,25329,24741,30544
956,12993,19909,25407,24833,30411
957,11580,19723,25340,24862,30311
958,12159,19968,25435,24853,30460
959,11619,20066,25347,24914,30667
960,11678,19997,25412,25059,30656
961,12310,19872,25514,24956,30576
962,12430,19940,25538,24946,30666
963,12068,19908,25487,25146,30696
964,11638,20116,25671,25143,30756
965,12569,19927,25588,24990,30729
966,12170,20017,25540,25124,30693
967,11956,20485,25601,25123,30813
968,12889,20234,25626,25158,30836
969,14029,20011,25644,25225,31023
970,13037,20364,25848,25346,30937
971,12174,20270,25820,25348,31048
972,12024,20561,25695,25342,30913
973,12063,20367,25823,25310,30938
974,11999,20377,25848,25283,30957
975,12124,20510,25898,25422,31073
976,13105,20376,25855,25354,31099
977,12758,20527,25855,25543,31205
978,12601,20637,26026,25482,31162
979,11990,20430,25928,25453,31245
980,12430,20540,25957,25385,31236
981,13783,20510,25985,25556,31275
982,12748,20368,26004,25628,31395
983,12155,20693,26155,25612,31279
984,13359,20576,26200,25540,31334
985,12343,20690,26085,25754,31357
986,12807,20501,26186,25662,31306
987,13631,20758,26310,25650,31565
988,12320,20432,26200,25822,31488
989,11977,20511,26164,25790,31327
990,13830,20631,26444,25801,31722
991,13692,20980,26341,25778,31446
992,13382,20630,26323,25726,31662
993,12883,20795,26475,25914,31536
994,11777,21113,26340,25933,31597
995,13533,21122,26474,25868,31659
996,11959,20766,26421,25837,31722
997,13452,20574,26418,26025,31941
998,12012,20814,26596,26009,31924
999,14056,20854,26550,26115,31771
1000,13089,21106,26625,26094,31881
1001,13664,20901,26651,26079,31859
1002,12441,20891,26608,26116,31906
1003,12572,21002,26651,26021,32012
1004,13630,21109,26661,26137,31961
1005,13562,21220,26705,26156,32106
1006,12795,20780,26708,26160,32056
1007,15952,21118,26881,26197,32227
1008,12499,21043,26768,26247,32259
1009,13666,21458,26844,26363,32242
1010,13524,21108,26841,26270,32300
1011,13296,20990,26897,26351,32313
1012,12859,21388,26959,26326,32261
1013,13114,21443,26948,26338,32272
1014,13331,21453,26888,26391,32546
1015,14293,21536,26943,26395,32318
1016,12698,21616,27013,26477,32323
1017,13451,21043,27039,26519,32555
1018,12930,21639,27056,26531,32544
1019,12915,21353,27148,26636,32508
1020,13912,21475,27218,26613,32458
1021,12757,21101,27171,26610,32583
1022,13543,21330,27193,26650,32666
1023,13569,21602,27173,26611,32740
1024,13383,21212,27347,26671,32730
1025,13872,21772,27204,26741,32894
1026,15295,21501,27301,26698,32856
1027,13744,21375,27241,26864,32820
1028,12731,21571,27423,26837,32809
1029,12962,21822,27402,26903,32904
1030,12913,21715,27408,26894,32751
1031,14569,21685,27518,26807,32908
1032,14840,21780,27422,27046,32997
1033,12886,21621,27478,26891,32973
1034,14309,22024,27514,27037,33141
1035,13064,21850,27571,26996,33281
1036,13759,21581,27574,27042,33034
1037,12655,21451,27747,27002,32930
1038,13182,21860,27799,27092,33090
1039,13681,21694,27547,27092,33301
1040,13138,21785,27669,27197,33144
1041,13937,21892,27664,27126,33255
1042,13584,22062,27747,27197,33353
1043,13677,21971,27921,27164,33345
1044,13846,21908,27709,27294,33420
1045,13690,21966,27777,27212,33419
1046,14449,22233,27884,27378,33339
1047,13427,21831,27963,27225,33588
1048,13003,22331,28019,27361,33539
1049,13966,22043,27961,27435,33516
1050,13387,22178,27939,27517,33561
1051,13348,21711,28019,27471,33708
1052,13682,21999,27994,27504,33670
1053,12501,22059,28162,27458,33665
1054,14188,22251,28230,27600,33836
1055,14362,22123,27998,27577,33785
1056,12856,22232,28108,27737,33801
1057,13207,22313,28223,27600,34037
1058,14625,22362,28189,27627,33842
1059,14671,22390,28305,27606,33777
1060,13506,22200,28171,27760,33957
1061,15570,22398,28316,27675,33983
1062,14136,22356,28275,27744,34000
1063,15605,22626,28286,27810,34110
1064,14032,22494,28384,27836,34218
1065,14248,22321,28471,27858,34014
1066,14453,22705,28576,27951,34097
1067,12570,22598,28341,27955,34196
1068,14697,22285,28553,27888,34064
1069,14563,22303,28441,28073,34244
1070,13658,22878,28528,27923,34373
1071,14088,22763,28506,27930,34399
1072,13778,22478,28476,28075,34223
1073,13081,22798,28562,27987,34576
1074,14087,22944,28750,28041,34462
1075,14847,22845,28564,27990,34475
1076,14275,22928,28595,28190,34477
1077,13796,23030,28796,28043,34478
1078,14168,22988,28838,28179,34495
1079,14665,22742,28842,28153,34580
1080,13679,22891,28934,28302,34571
1081,14494,22876,28817,28283,34593
1082,13457,22879,28902,28295,34785
1083,14325,22865,28825,28323,34750
1084,14208,22590,28936,28339,34673
1085,14794,22901,28870,28300,34803
1086,13997,23093,28907,28349,34725
1087,14526,23344,29078,28458,34755
1088,13359,22961,29116,28507,34929
1089,13653,23306,29097,28380,34844
1090,14323,23152,29077,28521,35014
1091,15188,23169,29088,28580,34805
1092,14402,23002,29218,28541,35149
1093,14611,23224,29289,28577,35042
1094,15395,23324,29243,28645,35102
1095,13863,23329,29277,28605,35091
1096,13924,23168,29189,28695,35061
1097,14695,23281,29190,28699,35188
1098,13958,23320,29341,28733,35282
1099,14364,23339,29407,28817,35287
1100,14238,23268,29357,28797,35439
1101,14091,23378,29357,28872,35414
1102,15060,23354,29438,28852,35259
1103,14334,23353,29396,28846,35506
1104,14729,23516,29459,28854,35293
1105,14663,23431,29561,29035,35383
1106,15482,23522,29478,28952,35639
1107,14391,23296,29681,29067,35687
1108,14513,23689,29579,29143,35579
1109,15906,23683,29655,29065,35550
1110,14304,23531,29776,29099,35460
1111,14700,23771,29738,29034,35781
1112,15458,23588,29633,29140,35571
1113,14296,23771,29747,29138,35697
1114,14381,23585,29725,29282,35745
1115,15902,23966,29812,29156,35709
1116,15388,23669,29824,29394,35924
1117,13723,23923,30047,29302,35903
1118,14378,23964,29906,29366,35854
1119,14771,23872,29900,29344,36084
1120,14806,23632,29906,29339,36079
1121,15604,24015,30110,29422,36142
1122,15026,23777,30100,29450,36064
1123,13811,24097,29936,29472,35995
1124,13668,23890,29996,29447,36284
1125,14692,23830,30108,29480,36177
1126,13804,23778,30012,29570,36373
1127,14212,23850,30282,29475,36042
1128,13866,24153,30066,29587,36236
1129,15650,23961,30236,29689,36310
1130,14876,24371,30199,29652,36316
1131,14147,24402,30355,29841,36372
1132,14690,24198,30335,29633,36519
1133,14027,24106,30421,29794,36253
1134,15643,23997,30276,29845,36494
1135,14403,23976,30315,29792,36594
1136,15340,24394,30528,29917,36566
1137,15394,24416,30333,29879,36580
1138,15008,24370,30438,29923,36669
1139,15529,24442,30441,29824,36688
1140,15687,24617,30499,29880,36691
1141,14634,24195,30584,29942,36667
1142,15335,24306,30715,30033,36912
1143,14861,24441,30566,29948,36820
1144,15606,24629,30717,30010,36845
1145,14642,24471,30611,30063,36897
1146,15700,24619,30688,30121,37018
1147,14597,24541,30811,30154,36931
1148,15714,24600,30851,30269,36987
1149,16087,24655,30696,30253,36844
1150,15533,24799,30815,30193,36833
1151,15344,24584,30785,30284,37041
1152,14465,24515,30782,30338,37145
1153,17971,24618,30825,30368,37141
1154,14663,24699,30963,30247,37283
1155,17354,24590,30876,30249,37256
1156,15029,24481,30988,30426,37223
1157,14511,24765,31029,30375,37179
1158,15243,24966,30933,30521,37136
1159,16741,25250,30994,30450,37393
1160,15497,25040,31190,30533,37409
1161,15151,24640,31038,30575,37181
1162,14800,24641,31173,30507,37216
1163,15804,25008,31202,30640,37332
1164,14298,24801,31303,30563,37501
1165,14920,24824,31196,30650,37482
1166,16968,25107,31322,30685,37645
1167,14963,24477,31229,30749,37630
1168,16777,25021,31211,30659,37518
1169,15085,24994,31281,30867,37751
1170,16447,25384,31369,30697,37739
1171,16491,25322,31407,30787,37810
1172,15242,25380,31444,30822,37682
1173,16040,25328,31446,30835,37784
1174,15746,25474,31378,30830,37805
1175,15753,25130,31476,30876,37874
1176,14863,24886,31435,30954,37902
1177,14929,25060,31498,31091,37846
1178,16830,25398,31639,30985,37884
1179,14964,25374,31608,30999,37857
1180,15614,25247,31575,30956,37860
1181,16876,25278,31634,31209,37882
1182,16541,25118,31672,31021,38042
1183,14783,25547,31840,31189,38096
1184,15729,25520,31738,31052,38210
1185,15377,25293,31877,31118,38073
1186,16372,25024,31717,31245,37938
1187,17445,25237,31931,31252,38105
1188,14960,25480,31808,31262,38118
1189,15657,25293,31890,31362,38335
1190,15301,25234,32012,31382,38289
1191,15290,25836,32057,31362,38354
1192,15721,25785,32020,31495,38296
1193,15398,26042,32087,31428,38419
1194,15967,25688,32038,31417,38461
1195,14523,25627,32034,31498,38575
1196,15116,25746,32126,31577,38535
1197,15183,25749,32102,31535,38413
1198,16669,25704,32112,31663,38567
1199,16133,25890,32249,31508,38716
1200,15228,25412,32124,31637,38578
1201,16020,26008,32227,31605,38659
1202,15133,25846,32247,31663,38692
1203,15760,25933,32254,31695,38731
1204,15795,26156,32279,31610,38817
1205,15553,25919,32441,31825,38943
1206,15659,25989,32360,31805,38911
1207,16455,25953,32531,31835,38888
1208,16326,25792,32386,31805,38885
1209,16023,25835,32530,31883,38840
1210,16567,25982,32461,31876,39025
1211,16194,25938,32522,31867,38975
1212,15622,25975,32579,31858,39043
1213,16380,26204,32659,31998,39142
1214,15747,26483,32625,31963,39252
1215,16134,26295,32783,32053,39152
1216,15835,26195,32866,31958,39281
1217,15787,26280,32626,32141,39271
1218,15403,25824,32706,32122,39216
1219,17473,26537,32793,32167,39427
1220,16458,26253,32716,32210,39264
1221,15735,26437,32729,32285,39173
1222,16125,26624,32988,32162,39426
1223,15752,26633,32946,32296,39370
1224,16065,26658,32837,32223,39497
1225,15688,26238,32881,32298,39571
1226,17953,26437,33096,32357,39361
1227,16355,26505,32897,32352,39579
1228,15678,26536,33017,32432,39539
1229,15396,26416,32955,32341,39524
1230,15654,26319,32978,32384,39784
1231,16777,26826,33007,32474,39806
1232,15710,26519,33093,32588,39727
1233,15770,26541,33104,32560,39802
1234,16955,26552,33284,32569,39787
1235,16894,26470,33230,32623,39816
1236,15970,26732,33265,32513,39984
1237,16819,26930,33169,32615,39933
1238,16421,26932,33306,32648,39953
1239,15796,26641,33414,32715,39993
1240,19075,27031,33288,32711,39938
1241,17423,26885,33359,32785,40034
1242,16590,26912,33332,32826,40100
1243,17277,26744,33328,32868,40192
1244,16287,26550,33346,32737,40147
1245,16303,27299,33487,32803,40168
1246,15584,27034,33476,32904,40374
1247,17495,26985,33645,32777,40157
1248,16380,26967,33521,33022,40275
1249,16477,26938,33517,32996,40347
1250,15836,26813,33534,32992,40503
1251,16628,27150,33584,32894,40239
1252,16263,27078,33624,33107,40262
1253,17008,26770,33658,33162,40461
1254,16777,27105,33687,33125,40434
1255,17256,27275,33674,33135,40498
1256,16810,27089,33733,33200,40444
1257,16907,27163,33831,33273,40420
1258,17371,26958,33876,33251,40561
1259,16810,27372,33929,33312,40541
1260,16829,27403,33952,33392,40665
1261,16911,27040,33938,33196,40642
1262,18341,26953,33839,33328,40793
1263,16435,27488,34102,33277,40651
1264,15959,27456,34210,33355,40835
1265,17249,27300,33994,33453,40794
1266,18845,27491,34087,33384,40897
1267,16547,27412,34058,33480,40993
1268,17941,27370,34077,33636,41023
1269,18497,27753,34057,33531,40972
1270,16469,27166,34153,33615,41006
1271,16901,27536,34231,33591,41237
1272,16571,27392,34229,33554,41006
1273,17777,27938,34286,33684,41135
1274,16333,27596,34510,33546,40977
1275,16722,27662,34256,33727,41290
1276,17671,27769,34304,33607,41132
1277,17933,27719,34307,33680,41260
1278,18300,27894,34448,33822,41368
1279,16293,27857,34596,33814,41451
1280,16355,27759,34502,33714,41445
1281,16981,28018,34488,33878,41316
1282,16605,27968,34608,33909,41361
1283,16904,27991,34538,33933,41564
1284,16773,28044,34601,33984,41523
1285,17640,27817,34522,33993,41412
1286,17259,27805,34597,33963,41590
1287,16429,27643,34567,33972,41478
1288,16898,27800,34637,34096,41621
1289,16874,28117,34608,33926,41634
1290,18428,28149,34646,34095,41843
1291,16611,28370,34718,34167,41703
1292,17494,27923,34738,34172,41659
1293,17806,28241,34735,34180,41737
1294,20162,28039,34843,34158,41797
1295,16946,28238,34857,34311,41857
1296,17012,28505,34903,34284,41827
1297,17338,28512,35008,34325,41864
1298,17968,28352,34939,34366,41998
1299,16908,28033,34978,34343,41981
1300,16859,28336,35000,34437,41886
1301,16065,28158,35011,34411,42236
1302,19745,27858,34982,34425,41981
1303,18231,28265,35146,34414,42083
1304,16955,28221,35171,34515,42094
1305,17971,28539,35102,34557,42380
1306,17266,28243,35254,34480,42116
1307,17787,28352,35109,34599,42283
1308,17645,28609,35198,34591,42277
1309,17397,28720,35347,34610,42342
1310,17013,28585,35350,34672,42449
1311,16434,28562,35338,34682,42332
1312,16397,28540,35297,34792,42509
1313,18172,28679,35343,34896,42400
1314,16912,28628,35322,34790,42363
1315,17025,28630,35423,34913,42617
1316,17657,28767,35480,34834,42564
1317,19041,28842,35466,34968,42599
1318,17720,28455,35476,34853,42659
1319,18476,28591,35580,35106,42744
1320,17801,28644,35561,34954,42669
1321,16518,28577,35757,35048,42579
1322,18024,29094,35712,35131,42757
1323,18104,28798,35699,35121,42898
1324,17572,28843,35633,35160,42686
1325,17558,29015,35659,35057,42870
1326,17879,28922,35799,35109,42907
1327,17754,28904,35758,35078,42818
1328,17096,28822,35792,35159,42939
1329,17059,28968,35833,35215,42882
1330,16781,28772,35847,35195,42929
1331,17361,28903,35803,35246,42979
1332,17376,29287,35934,35318,43160
1333,19869,29110,35907,35285,43138
1334,18895,29076,35924,35432,43192
1335,18759,29035,35923,35142,43090
1336,18536,29058,35983,35496,43245
1337,18830,29310,35937,35427,43268
1338,18743,29336,36077,35456,43138
1339,17984,29059,36188,35466,43272
1340,19703,29449,36143,35619,43265
1341,18030,29200,36145,35537,43310
1342,19638,29157,36371,35631,43407
1343,20000,29273,36226,35509,43400
1344,18456,29589,36245,35643,43291
1345,17977,29338,36284,35591,43579
1346,18241,29701,36269,35743,43551
1347,17409,29366,36311,35739,43540
1348,20303,29637,36429,35848,43660
1349,18289,29616,36376,35744,43771
1350,18162,29629,36541,35807,43625
1351,19908,29686,36587,35812,43638
1352,17893,29516,36680,35778,43853
1353,19174,29404,36516,36010,43725
1354,18265,29520,36499,35957,43783
1355,18060,30029,36605,35930,43716
1356,19007,29504,36557,35948,43817
1357,18000,29629,36754,36112,43886
1358,18768,29251,36654,36011,43972
1359,18101,29702,36625,36025,43930
1360,17410,29390,36817,36132,44145
1361,18101,30127,36705,36064,44208
1362,17452,29739,36699,36213,44054
1363,19416,29826,36826,36185,44167
1364,17157,29821,36798,36240,44281
1365,19057,29614,36864,36162,44141
1366,17592,29783,36843,36311,44185
1367,19214,29867,37241,36255,44334
1368,18594,30033,36987,36396,44530
1369,19157,30042,37099,36340,44358
1370,18227,29790,37054,36433,44295
1371,18011,30054,37013,36475,44312
1372,16983,30054,37083,36400,44552
1373,19011,30413,37126,36330,44315
1374,19123,29942,37004,36377,44464
1375,19290,30195,37097,36670,44578
1376,18545,29939,37172,36436,44552
1377,18546,30340,37240,36521,44562
1378,19160,30337,37228,36566,44630
1379,19071,30261,37278,36722,44739
1380,19587,30399,37252,36624,44645
1381,19312,30342,37344,36714,44760
1382,19123,30092,37371,36801,44804
1383,18376,30315,37413,36743,44824
1384,18241,30056,37428,36919,44785
1385,18157,30737,37443,36828,44788
1386,17690,30302,37503,36794,44893
1387,18493,30321,37556,36865,44917
1388,18531,30300,37494,36868,44920
1389,21366,30618,37671,37020,45089
1390,18981,30400,37544,36930,45100
1391,17821,30504,37797,36988,45078
1392,19010,30392,37682,36864,44961
1393,18560,30865,37581,37190,45029
1394,18660,30566,37753,36971,45176
1395,20837,30843,37873,36983,45043
1396,19427,30716,37802,37151,45217
1397,18370,30767,37809,37021,45169
